outcome,predictor,beta_coefficient,ci_lower,ci_upper,p_value,regression_type,p_gt_0.2
ICU Stay in 28 Days,TB,-1.5263157894736814,-15.594402869307999,12.541771290360636,0.8222626084711439,linear,True
ICU Stay in 28 Days,Any Viral Infection,-3.8484848484848557,-9.718810894666095,2.021841197696384,0.1852979213249186,linear,False
ICU Stay in 28 Days,Any Fungal Infection,1.7380952380952364,-4.906754300333617,8.38294477652409,0.5893895628917676,linear,True
ICU Stay in 28 Days,Hemat Malignancy,-3.062500000000004,-10.587431466186569,4.462431466186562,0.40376984614391837,linear,True
ICU Stay in 28 Days,Solid Organ,3.533333333333335,-3.3384071061844676,10.405073772851138,0.2942892145957515,linear,True
ICU Stay in 28 Days,APACHEII,0.2541028446389497,-0.2378747063815168,0.7460803956594162,0.2921924037818902,linear,True
ICU Stay in 28 Days,SOFA,0.3843103936561879,-0.6314647019993752,1.400085489311751,0.4370467845370318,linear,True
ICU Stay in 28 Days,TLC,-1.5000000000000018,-8.159060007488593,5.1590600074885895,0.6417251839171366,linear,True
ICU Stay in 28 Days,ANC,3.833333333333334,-6.224065229714279,13.890731896380947,0.4337151020379142,linear,True
ICU Stay in 28 Days,Lympho,-4.699999999999998,-10.382854961806725,0.9828549618067282,0.09936660382553307,linear,False
ICU Stay in 28 Days,Platelet,-1.3333333333333313,-7.566071451541515,4.899404784874853,0.6584805434093408,linear,True
ICU Stay in 28 Days,Bil,2.214285714285709,-4.39574524412979,8.824316672701208,0.49057149525455274,linear,True
ICU Stay in 28 Days,SGPT,-2.1666666666666714,-8.341762899071995,4.008429565738652,0.4705290371077547,linear,True
ICU Stay in 28 Days,SGOT,-1.5,-7.595892870254293,4.595892870254293,0.6114723592438959,linear,True
ICU Stay in 28 Days,Albumin,2.166666666666667,-8.011909744380773,12.345243077714105,0.6600556531895877,linear,True
ICU Stay in 28 Days,Total Protein,0.8809523809523794,-5.805190637847514,7.567095399752273,0.7850772651165817,linear,True
ICU Stay in 28 Days,Globulin,1.8125,-5.811073547529163,9.436073547529162,0.6234824957289515,linear,True
ICU Stay in 28 Days,ALP,0.19191919191918805,-5.979266897914567,6.363105281752942,0.9486258150310802,linear,True
ICU Stay in 28 Days,Creatinine,2.309523809523809,-4.2925108013693105,8.91155842041693,0.47184085115913255,linear,True
ICU Stay in 28 Days,Sodium,-1.5333333333333332,-8.583557721698856,5.51689105503219,0.6531920901378057,linear,True
ICU Stay in 28 Days,Potassium,-0.8666666666666689,-7.944661314180207,6.211327980846869,0.7999051331046796,linear,True
ICU Stay in 28 Days,Urea,4.300000000000001,-1.460001319510737,10.06000131951074,0.13420022970815318,linear,False
ICU Stay in 28 Days,Calcium,1.7916666666666625,-4.412832086420028,7.996165419753353,0.5516385393201774,linear,True
ICU Stay in 28 Days,Magnesium,4.666666666666668,-1.1593714941323974,10.492704827465733,0.1096701520957398,linear,False
ICU Stay in 28 Days,Procalcitonin,-1.6111111111111105,-11.814937203299875,8.592714981077654,0.7439314639226267,linear,True
ICU Stay in 28 Days,P/C+Z-A.E,-2.5789473684210495,-16.609322217914638,11.451427481072539,0.7038943718411358,linear,True
